mean_r,mean_g,mean_b,std_r,std_g,std_b,skew_r,skew_g,skew_b,mean_lbp,median_lbp,std_lbp,kurtosis_lbp,skewness_lbp,SRE_deg0,LRE_deg0,GLN_deg0,RLN_deg0,RP_deg0,LGLRE_deg0,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,LRLGLE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,GLN_deg45,RLN_deg45,RP_deg45,LGLRE_deg45,HGL_deg45,SRLGLE_deg45,SRHGLE_deg45,LRLGLE_deg45,LRHGLE_deg45,SRE_deg90,LRE_deg90,GLN_deg90,RLN_deg90,RP_deg90,LGLRE_deg90,HGL_deg90,SRLGLE_deg90,SRHGLE_deg90,LRLGLE_deg90,LRHGLE_deg90,SRE_deg135,LRE_deg135,GLN_deg135,RLN_deg135,RP_deg135,LGLRE_deg135,HGL_deg135,SRLGLE_deg135,SRHGLE_deg135,LRLGLE_deg135,LRHGLE_deg135,coarseness_tamura,contrast_tamura,directionality_tamura,roughness_tamura,label
46.340791836734695,42.929657142857145,40.72628571428572,96.89132595128154,90.7942410677358,86.18044848396856,1.6421521102550265,1.6600524264154175,1.674058892483018,223.31764897959184,255.0,69.70589115986589,21.494471762930846,-1.363544048855789,0.797337322795125,456.1569231823008,1411.9609918147885,17340.52977841707,0.3258816964285714,0.150461109154158,33931.40480838385,0.0960261466337479,29578.30074028817,1.0,93835.64776190964,0.7977379267247103,293.9006936602678,1638.9814808840135,18457.74386191321,0.3459263392857143,0.158021662336152,33092.86301016293,0.1071897592838005,29237.690208860266,1.0,74098.39564445878,0.7868898406975618,537.9593103205106,1339.7123867282537,16374.40051479144,0.3165290178571429,0.1458702608639812,34203.531328232435,0.0887529980398038,29438.624591342057,1.0,95427.14632770354,0.7979919966644551,270.46636857850547,1642.4950944124553,18527.8961302152,0.346953125,0.1581614960833647,33118.89297777206,0.1089614799447477,29231.17561924206,1.0,71591.48373918358,7.866751020408163,66.15450262445873,458.2693675072345,74.02125364486689,0
46.29898775510204,36.16921632653061,38.18471836734694,92.76024171517122,75.76276298836225,79.90598619718783,1.6283308737738205,1.6716612942952271,1.654346056056827,194.6145224489796,255.0,88.26754581267315,7.962413042272418,-2.0523560611679703,0.8040544285372727,47.49895895825246,4724.056639728976,34254.166143204995,0.6325223214285715,0.2252212922261849,16207.898295514698,0.1423571875767903,15266.224164738436,1.0,20882.27603486608,0.8048864860190922,29.97093951050713,5377.322185080042,36085.87762678268,0.6644084821428572,0.235879304638278,15600.334833952058,0.1579533176552729,14803.08101282824,1.0,19382.43664645311,0.7953424257067248,52.66746268656716,4547.8876345545,32634.076508367256,0.6169084821428571,0.2221118154993515,16409.71187697874,0.1373913349011837,15319.645886296274,1.0,21946.759402985077,0.8038776526953799,28.57100003370521,5329.975192962352,35866.78924129563,0.6622544642857143,0.2354128483373912,15626.857561764806,0.156962629448645,14808.407204768484,1.0,19491.547069331624,7.352514285714285,58.32274328509197,252.03328258329495,65.67525757080625,0
80.69128979591837,71.0789306122449,71.26729795918368,115.70995401085236,103.8509023796158,104.048327217207,0.7804395694787802,0.7950781390158707,0.7956509377401054,190.3613306122449,251.0,88.73362924255945,7.010870495362671,-2.050136004986176,0.8319810764561626,59.50261501049335,2885.49615243679,39016.85885605783,0.6700669642857143,0.1596988292181177,30464.58193144342,0.1031500470119975,27850.67376415971,1.0,45704.92977780739,0.8440479214410145,46.89763007699483,3229.4556765900934,42470.12968964918,0.7059263392857142,0.1666406687423144,29871.472103207856,0.1147365721426081,27843.778631269324,1.0,40168.75334777316,0.8339097012429898,126.56422946379308,2856.3952749586183,39056.41119229548,0.6675111607142857,0.1592836976612495,30490.37579628484,0.1029436453317777,27821.972258338068,1.0,46194.07717901988,0.8400504794508863,39.61163417340308,3235.886733238231,41903.005198922176,0.7041294642857143,0.1666696745001054,29790.8965446188,0.1133844530908403,27667.40789915848,1.0,40650.5017276906,7.596832653061225,94.9788861778724,493.280064786071,102.57571883093364,1
63.33328163265306,52.15624489795918,57.78772244897959,105.71430147145765,90.1093996987133,98.70737416095888,1.148861581500892,1.1772605689565103,1.1614024342494442,196.6805632653061,255.0,87.23376350282271,8.52371697018279,-2.005626069296212,0.8579123495903003,138.97319199739516,2569.1372960457293,38473.1654788177,0.6169866071428571,0.1525566447093082,25196.850747078613,0.1027980607718549,23772.76788144397,1.0,31824.24555913317,0.8619333475716615,56.56260619300253,2877.248829709768,40632.404244252575,0.6437276785714285,0.161336051109821,24379.207375429105,0.1145977349136384,23163.648727829805,1.0,29950.39517667048,0.8543566922360983,110.47304076938404,2618.2362668212195,38052.141144295725,0.6162165178571428,0.1551309569375263,24958.741564486623,0.1044045715477527,23420.83450173472,1.0,32836.52065636716,0.858775453590718,74.25475490281379,2871.1408808533592,40129.2113908852,0.6413727678571428,0.1616343241425702,24386.54365113892,0.1138626362874137,23122.60410202696,1.0,30314.379609167,7.147763265306122,77.08957120364435,599.2800259747926,84.23733446895048,1
18.477485714285717,17.153738775510202,18.34511020408163,64.61682303887706,60.98952293013979,64.25404096692823,3.2911527861716543,3.3106314842986464,3.293547331939054,232.98413877551025,255.0,59.6198943773336,35.65875939411381,-1.1078111486654938,0.7324742359207327,664.2283632831471,2072.692666342885,10250.545993200583,0.2297991071428571,0.2471575098656063,21624.35837785333,0.1453880629708717,19658.01207612104,1.0,34910.16391452161,0.7230334337556633,281.1282504864674,2592.932955952592,10982.203343357509,0.2523660714285714,0.256463393660826,20443.72638422077,0.1654914716951137,18899.35876190044,1.0,28505.17897576508,0.7314950471319206,563.7850276725895,2052.4330517525973,10231.656374405282,0.2298883928571428,0.2428560864327474,21834.36357898825,0.1399301167892679,19964.012513838967,1.0,33954.484076123896,0.7216391989030004,315.5025634284212,2663.638447044389,11039.940099031592,0.2546986607142857,0.2592028501682192,20075.00512685684,0.1685206461558895,18478.341727217496,1.0,28902.38679286622,7.726897959183673,33.59762950155962,475.7269230769231,41.32452746074329,1
98.59105306122449,79.59351836734695,77.87010612244897,122.15863849241131,100.00911875377568,97.79750462692822,0.4567055639750535,0.4809804315766103,0.4816661237402867,205.57645714285715,255.0,79.68100047023732,11.445459208457503,-1.8608027973595915,0.7908463944100055,217.66069835744588,1544.1935168062655,26745.721853584248,0.5130022321428571,0.0864310843996135,35102.44466441858,0.0539793018044506,28398.7214460796,1.0,101428.4608941586,0.8188485195072526,117.20301555265344,1754.5188966718113,31678.22268392101,0.5640401785714285,0.0870985246811941,35209.669258775575,0.0587900659379526,29781.787831009013,1.0,73192.38258340259,0.796445161211484,246.34855830569023,1582.2381134643192,27768.47363272944,0.5248660714285714,0.0844838014310543,35381.15741685804,0.0522948657993069,28968.942852885462,1.0,92258.50257293528,0.8177483443821333,188.88897257016012,1745.0040827651817,31527.99647217377,0.563125,0.0869052772645885,35229.829395909306,0.0577582330331235,29787.628110072328,1.0,73786.4275606469,7.010383673469388,100.81682571239526,569.660706974205,107.82720938586463,0
42.75524897959183,37.16402448979592,41.49433469387755,92.69943045748497,82.41255715969139,90.5732137304144,1.771267598678705,1.8012041919634203,1.7774988909556502,211.8709387755102,255.0,78.1771755167182,13.894163743413696,-1.6550506310604671,0.7752951738442395,245.4060218518705,2884.723478173305,22206.346357182418,0.4433258928571428,0.2116315843253858,22754.46483057248,0.1283573783785904,20149.353534270584,1.0,47336.99758320327,0.7863872721585269,107.92513987145698,3485.107689462246,24966.56369353124,0.4827455357142857,0.2219949723611051,21886.925925925927,0.1476304466182927,19874.09828539623,1.0,37111.10144726499,0.7784550451366796,164.638933624043,3009.952156785015,22779.974059116477,0.4504575892857143,0.2133773853703156,22328.084760040638,0.1307531315389146,19906.36286276662,1.0,47137.1533410966,0.7851574711730344,109.61768170165593,3489.3294764313264,24899.44222730317,0.4832477678571428,0.2221499046871174,21890.488510127256,0.1470172679626169,19837.665555836924,1.0,35960.2637936211,8.822138775510204,60.29144682023068,656.5513980020098,69.11358559574089,1
62.86894693877551,52.31301224489796,54.40262857142857,102.95144542400102,87.50426041445917,91.00719233983877,1.082810967723938,1.0984353231045902,1.0974899414831447,203.0634693877551,255.0,83.94556066469677,10.384372392548944,-1.856078994565108,0.834448065978544,175.8135419926969,2013.577318727178,31350.333750652066,0.5348772321428571,0.1413238266814073,26169.280312989045,0.0893958250913864,23929.815796967363,1.0,39170.94770996348,0.8582030625318968,108.92205599860294,2296.5433960067526,35962.53031802394,0.5751897321428572,0.1479707083569928,25586.052195510023,0.1023513332467257,24143.871911423983,1.0,32483.21371053806,0.8518622830749755,218.9088284918586,2047.071961457931,33710.88075539203,0.5490290178571429,0.1400120885822646,26190.49086252109,0.0910535218179219,24389.19253769251,1.0,36205.7837293924,0.8536206675193188,97.34965402982164,2291.8780040931683,35356.90051651886,0.5726004464285714,0.1483874783922978,25568.945385440016,0.1018775686882203,24030.84509881913,1.0,32899.98430952149,7.9586938775510205,75.804916255716,644.025748310267,83.76361013326701,1
9.758032653061225,8.531885714285714,8.606661224489796,46.80131315494796,42.50943505876678,42.88654680494314,4.8308170745937655,4.896652847200322,4.875676694084635,235.52543673469387,255.0,57.14332683657926,41.49241273134043,-1.0224061676178,0.7119151144032726,794.0711038071761,2750.412325390304,8570.533059435771,0.2037388392857143,0.3060023423610712,12569.628978362092,0.1829968806180049,11980.392065241742,1.0,15220.196877567789,0.7031653406402565,584.7426621845367,3342.5192413827704,9134.674978676434,0.2224441964285714,0.3156406456326327,11535.399879584567,0.2052600258766489,11037.230453781234,1.0,13993.52907530982,0.7072847272098488,791.3783921590845,2573.297093649085,8177.794402583423,0.1969977678571428,0.2996136151202216,12838.54036598493,0.1741802001547024,12146.168429776337,1.0,16192.107416010424,0.702185152384505,391.3056895858464,3306.930337756333,9094.931644551669,0.2220535714285714,0.3135988788200177,11618.446320868516,0.2029361224810443,11151.355824520817,1.0,13835.073582629677,6.541485714285714,19.62521253036337,553.9362350984196,26.166698244649087,0
97.3916163265306,79.57147755102041,81.03860408163266,121.07169277644893,100.73723512157405,102.48416743590693,0.4740034178687775,0.5001727302532007,0.4944956193922709,194.63703673469388,252.0,85.69561923241598,8.147900252497308,-2.008141038449052,0.8220642284584844,116.43576128565633,2070.055974032847,35829.14169033465,0.6326674107142857,0.1189088482643354,32047.7027007956,0.0765524224382143,27621.625800494094,1.0,67239.6588988657,0.837164023379101,89.12893563203089,2255.933402116754,39518.534047793386,0.6706696428571428,0.1225675107286079,31900.42641283365,0.0832487759780944,28187.38780460644,1.0,54560.36447447247,0.8209546914125404,96.23161595000532,2054.710790753826,35509.14171075525,0.6286383928571428,0.1181351129415749,32044.15981962149,0.075377579738769,27572.451110218277,1.0,69229.11476050137,0.8379379169313358,57.18137956277244,2258.1217182976743,39626.91791168935,0.6708258928571429,0.122611408012752,31852.90644860746,0.0838095879346443,28145.73585686604,1.0,54882.82520879779,7.67029387755102,101.03403519415498,475.5225247163103,108.704329071706,1
