image_id,mean_r,mean_g,mean_b,std_r,std_g,std_b,skew_r,skew_g,skew_b,label,mean_lbp,median_lbp,std_lbp,kurtosis_lbp,skewness_lbp,SRE_deg0,LRE_deg0,GLN_deg0,RLN_deg0,RP_deg0,LGLRE_deg0,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,LRLGLE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,GLN_deg45,RLN_deg45,RP_deg45,LGLRE_deg45,HGL_deg45,SRLGLE_deg45,SRHGLE_deg45,LRLGLE_deg45,LRHGLE_deg45,SRE_deg90,LRE_deg90,GLN_deg90,RLN_deg90,RP_deg90,LGLRE_deg90,HGL_deg90,SRLGLE_deg90,SRHGLE_deg90,LRLGLE_deg90,LRHGLE_deg90,SRE_deg135,LRE_deg135,GLN_deg135,RLN_deg135,RP_deg135,LGLRE_deg135,HGL_deg135,SRLGLE_deg135,SRHGLE_deg135,LRLGLE_deg135,LRHGLE_deg135,coarseness_tamura,contrast_tamura,directionality_tamura,roughness_tamura
AAB1,51.94256326530612,48.7284,50.55702040816327,100.00247163782788,94.78182459868731,97.96841918106219,1.4493177130085328,1.4591253568926377,1.4540867821233419,abnormal,211.46978775510203,255.0,80.22705773828869,13.623501727654975,-1.6277630068486106,0.8781104219996798,332.8843929225137,1550.9427943868213,30123.696327028676,0.45731026785714285,0.12982410532450617,32412.33932885906,0.0953913065236646,30470.003039431307,1.0,42924.05220256254,0.8696149571247813,154.75318726980828,1735.8312399660024,30546.32467655114,0.4727232142857143,0.13491708152236925,31719.500684672774,0.10146877318007141,30032.924674421607,1.0,40092.10111908584,0.8746934325778115,248.69370189115412,1567.444236775447,29656.189730221577,0.453828125,0.13058871907481076,32065.943806408774,0.09593584970621145,29934.031662942092,1.0,46035.43194058481,0.8711595582868409,153.3747146991694,1740.2611120261654,30794.634250217652,0.47431919642857145,0.1350987084126829,31752.629097155226,0.10235736348545083,30148.511284839115,1.0,39575.48617614532,7.580987755102041,72.69022048710123,467.6681478924889,80.27120824220327
AAC1,49.24768163265306,37.63073469387755,37.77745306122449,98.62663166821125,76.08149236094405,76.35189761085451,1.5348830050243696,1.5558399509720195,1.5528923728618322,abnormal,224.28862040816327,255.0,68.38539034432506,22.90254819840985,-1.3472781000679908,0.8361188111460207,496.5431083475412,958.1907197539531,19682.43770267108,0.3338504464285714,0.10742388796815383,29081.21626048875,0.07177125467878057,25660.311582311067,1.0,51655.838531742054,0.8376320474880501,345.375039574495,1100.5232064838854,20898.011017539415,0.35252232142857143,0.11210520836328929,28515.34673589565,0.07828978795756204,25606.169674049353,1.0,44636.38643702906,0.815979372868086,714.4779790940767,921.7117770034844,17889.027108013936,0.3203125,0.10785410094812342,28877.05386759582,0.06985090899652822,24738.869367573898,1.0,59760.44578397213,0.8344329622123549,354.3033464817407,1093.230690927599,20611.692072782796,0.3508482142857143,0.1116165664708483,28522.9937332994,0.07700081610874986,25488.971511367534,1.0,45098.707850871615,6.975485714285714,60.964794853120154,208.29201156876434,67.94028056740586
AAD1,53.32131428571429,44.46275918367347,46.34231836734694,101.05852253787386,85.58988892732008,89.05309808962217,1.4116273449066932,1.4473568901138714,1.4340875484882414,abnormal,216.39315918367348,255.0,75.3353522816965,16.50437441067166,-1.5373993608724301,0.8548512578675662,382.2325249643367,1147.4831559310874,25223.528859870516,0.40683035714285715,0.1210021685659178,29996.84516624602,0.08308999406003023,27177.730310025865,1.0,50679.19658729288,0.8610716916265876,224.3037392831319,1326.2556554074993,27274.962555521124,0.4321875,0.12492042630073213,29558.70894019213,0.08883511499458675,27411.64298756593,1.0,42140.95098646834,0.8572447024130813,391.7225994709428,1138.1905969620116,25505.33963293245,0.40925223214285716,0.11996091492531528,30245.242330033543,0.08117341577806625,27530.31323100537,1.0,49218.68417464343,0.8580446822609356,208.1632568175319,1307.050588816388,26883.67902357865,0.4293191964285714,0.12384510182124092,29648.31091584995,0.08805428335876772,27439.02895824933,1.0,42957.24028387969,7.093526530612245,68.39464621157666,566.6924922464743,75.48817274218891
AAE1,51.56818775510204,47.9222693877551,47.6470693877551,100.70721901966587,94.24204494546443,93.75592016781422,1.470035119341407,1.4811707394814277,1.484098387660952,abnormal,219.54647346938776,255.0,73.32351675693411,18.566221028668018,-1.4505657161046948,0.8383755484537223,506.8882830448767,1133.1929238780824,21640.593322101395,0.36434151785714286,0.11122145799332686,35159.02701792005,0.08216815784331041,30690.43077035648,1.0,71005.69009036606,0.8365266145667908,302.8335441582337,1297.9372125114996,22988.178300367985,0.38821428571428573,0.11504960352353709,34892.58066927323,0.08711671421243397,31263.332414559634,1.0,57518.69805082797,0.8356690285358577,408.8440920872084,1165.9351425522184,21581.0801951517,0.366015625,0.11346512378962384,34877.329166031406,0.08318838318728962,30380.16101816678,1.0,71678.90364384814,0.8350015681067943,251.65154431834506,1309.7126562275535,22900.347335152994,0.3884486607142857,0.11521632654911369,34826.08610831777,0.08643650841140865,31103.04856582129,1.0,57368.861858928314,6.748775510204082,71.89745058832526,613.6170920276,78.64622609852934
AAF1,52.383779591836735,48.70661224489796,41.223273469387756,99.72348857941834,93.9663805117676,80.0147518157842,1.448843098760371,1.4564768675184514,1.5130898745475188,abnormal,199.51911020408164,255.0,86.90276660131921,9.166177286561021,-1.9152746902907969,0.8406013071503834,93.92726085035255,3022.9354070203076,34725.334953601414,0.5809040178571429,0.18562548973257387,23310.78414570885,0.13091668094554018,21517.271604659512,1.0,35584.7969605564,0.8290313106618136,36.97972401103956,3404.9191904323825,35240.71885924563,0.6065848214285714,0.18882277342626405,22837.45333946642,0.13568142244991419,21265.296496458443,1.0,31578.37352345906,0.8426591272946563,68.16194425247639,3003.3876602933274,34984.17380787837,0.5813839285714286,0.1832062621000604,23363.248790601243,0.1291445840605676,21596.4086618393,1.0,35291.78643553713,0.8340912435369958,43.64950944501391,3431.7631424805973,35906.29305169132,0.6097321428571428,0.18984352262879597,22800.639936301068,0.138301716168488,21259.27026519796,1.0,31054.717363449992,8.463297959183674,70.68695964250624,583.6560685189054,79.15025760168992
AAH1,52.165673469387755,46.43756734693878,42.538212244897956,100.21396850196976,90.54226828979817,83.04995989031858,1.4505498655282412,1.4765025074054738,1.4918421782413538,abnormal,210.9477224489796,255.0,80.12448300776575,13.206879238214423,-1.6493938892591975,0.8551067591149343,221.6263045999227,1605.3244588326247,28693.8892056436,0.4619642857142857,0.1429759515942861,28686.462214920757,0.09996935849670582,26566.901756701205,1.0,40583.39698492462,0.8482628118124895,134.93790249459465,1820.151186850487,29344.798665519727,0.4800558035714286,0.14773019449861347,28106.68795480436,0.10670921956157696,26280.665895216185,1.0,37288.192127961316,0.8411476338854013,272.7299435028249,1496.1442059008161,26603.91615819209,0.44447544642857145,0.1405904118418485,28749.24251098556,0.09583663708993845,26069.168219044277,1.0,46040.54362837414,0.8472523678317543,132.18531509140323,1844.404380850619,29290.322292165107,0.4804799107142857,0.14864778420519686,27990.027711319133,0.10763440381581427,26131.48264549353,1.0,37616.322826415184,8.394742857142857,69.30588449179116,236.52869219293882,77.70062734893402
AAI1,52.75032653061224,47.53217142857143,50.84861224489796,100.1189284938194,91.56421644040931,97.37671269674878,1.4324781004554754,1.4464072508257115,1.436961675037205,abnormal,203.1535673469388,255.0,85.73420230947147,10.20939079551548,-1.8142035940072014,0.8718312270514105,174.26637633823262,2379.7305792455495,35894.55575717252,0.5535602678571429,0.1542202976453823,26298.968688884856,0.1131988222909938,24978.69016758257,1.0,32485.79570152624,0.8610372364364977,99.73959895792215,2576.7514802242044,35726.8197284282,0.5654910714285715,0.15898711449891575,25815.49058577406,0.11865729540584692,24557.859608596278,1.0,31581.356734033314,0.867778377673554,159.6842431890114,2276.0490473924824,34601.89431331582,0.5395200892857143,0.15397345623147835,26315.373451107756,0.11233275768361363,24631.292023599657,1.0,35455.586458699654,0.8614200756195144,85.42229669788072,2583.228526367669,35814.03834401183,0.5661272321428571,0.16012531376068279,25848.267757516016,0.12018232482777966,24643.43309078948,1.0,31426.45943814687,7.604187755102041,71.48672903579357,538.3963334110152,79.09091679089562
AAL1,50.96284897959184,45.630489795918365,47.44662857142857,98.14846529727221,89.50460989704007,92.85370516966735,1.4826745098545877,1.499977236691174,1.4931018238988814,abnormal,198.53730612244897,255.0,87.41791076512263,8.823528121706914,-1.9376816507062342,0.8499890958633969,58.67169853516717,3020.909165455291,36778.47657385665,0.5988616071428572,0.18059880266775677,23132.50792053375,0.12446216925498121,22095.757364771864,1.0,28018.215457154573,0.8389867563295293,39.20401876858054,3482.325513091443,37211.060603889826,0.6231919642857143,0.18911244999763901,22399.842114688923,0.13430494245146915,21495.912617758364,1.0,26432.64502668434,0.8454073618208752,73.76539956393971,2955.332240022751,35693.24536922931,0.588671875,0.18029990850453792,23077.143539672008,0.12294271818918043,21785.558568103555,1.0,29908.79353493222,0.8397820745466181,39.433297131767766,3560.9834778428612,37494.439386116406,0.6268638392857143,0.19089888780721861,22231.544038314314,0.1365929231513856,21316.98079822315,1.0,26401.78896861146,8.584024489795919,68.85575040068002,530.5847254516186,77.43977489047595
AAM1,51.82355102040816,43.643518367346935,49.94022040816326,99.55462219531286,85.51855775704816,96.51199977137448,1.4593976145104144,1.5076865692461867,1.4681928810885851,abnormal,208.57201632653062,255.0,81.05530627215718,12.322990774252942,-1.7183816510758498,0.8218340541900176,218.32286578274017,1992.4462433123983,27279.52495929286,0.4797991071428571,0.1632225471381525,24352.811537566875,0.10800520292725019,21636.103080788696,1.0,50908.06106071179,0.8255558056637207,102.20543558229107,2380.7554420738306,29677.665036569004,0.51578125,0.16903343108346344,23910.45356385511,0.11760305876964301,21844.49578993886,1.0,40013.96111567923,0.8260499919106042,160.562893515327,2071.670205432235,27972.064708856105,0.48569196428571426,0.1648324524958436,24080.470288156626,0.11015442527966994,21527.413757226783,1.0,50136.862194953814,0.8235461349629254,110.10769597331428,2396.1722659042175,29482.186171940997,0.5152566964285714,0.169600997275627,23897.640327506662,0.11864101083183383,21715.422879596677,1.0,38817.04687330777,9.07098775510204,67.79954845406209,631.5235109717869,76.87053620916413
AAN1,48.86828571428571,48.44385306122449,48.86286530612245,99.04267840292128,98.52485718972628,99.06800423680438,1.5601684078483944,1.5610952582613733,1.560180031729542,abnormal,223.55087346938777,255.0,70.75298231005999,22.074066781493023,-1.3334756572999178,0.8349496380433137,500.30909151703617,1719.766576386799,19704.207342762566,0.33378348214285714,0.12377800026446562,34042.54184639048,0.1008958319906103,28750.693558520943,1.0,161311.8925000836,0.8145454660479758,327.95781493001556,1830.629924831519,19303.771578538104,0.3444642857142857,0.12142260896602894,34440.29474468637,0.09973181850080633,29042.43296918778,1.0,120620.85455546915,0.8341504294829435,616.8172057670678,1683.2075735369303,19305.979719826853,0.3274441964285714,0.12325315242091973,33647.57425270118,0.09971029098684328,28248.739483183523,1.0,176301.02481338833,0.8140022876419737,358.68853941292343,1834.5655375076694,19328.918429295703,0.34561383928571426,0.12124818710447213,34610.09177511545,0.09952517472541883,29192.15281607605,1.0,117769.30329059967,6.504824489795919,72.50816115297437,465.67579477494485,79.01298564277029
